"artist","song","vector"
"Koji Tamaki","Melody","[0.578598380089, 0.398423373699, 5.558801651, 675.339660645, 0.0543380640447, 6.37948417664, 851.770935059, 10.7138938904, 0.522785842419, 9.26814079285, 3923237.75, 0.877632498741, 0.000144935343997, 0.00519548449665, 0.00275896908715, 0.00253579462878, 0.00681589124724, 0.00275501492433, 0.00221757474355, 0.00102015899029, 0.00155839242507, 0.000410743145039, 0.000344136613421, 0.000377785996534, 0.000356341653969, 0.000173547203303, 0.00019975140458, 0.000162704862305, 9.33129558689e-05, 6.11586074228e-05, 5.25746145286e-05, 3.13929194817e-05, 4.68696853204e-05, 4.44569886895e-05, 3.43063802575e-05, 2.20303118112e-05, 1.61789175763e-05, 6.9761067607e-06, 7.35368416827e-07, -777.973876953, 178.171188354, 41.8772506714, 27.4632053375, 4.27353954315, 5.29510545731, -5.89354324341, 1.58775019646, -2.41727137566, -6.82043981552, 0.958079814911, -2.10411405563, -2.45777082443, -125.072677612, 143.750640869, -63.47889328, 21.9086265564, -55.7325973511, 2.27583217621, -34.7415809631, -1.27193164825, -18.4975814819, -2.95911955833, -12.6440572739, -0.465801417828, -8.22763252258, 126.436935425, 0.974664628506, 2.25829720497, 0.506811738014, 15.9165563583, 1.60527515411, 0.754135370255]"
"Seiko Matsuda","Sweet Memories","[0.412041187286, 0.427966475487, 7.4816198349, 1128.54516602, 0.045187279582, 6.80677604675, 1689.01904297, 12.7071084976, 0.510246098042, 9.27264308929, 4344988.5, 1.0990011692, 3.32089039148e-05, 0.00181181111839, 0.00155658496078, 0.000925237545744, 0.00285253091715, 0.00248086312786, 0.00155942188576, 0.000605580455158, 0.0015292892931, 0.000880611944012, 0.000957874464802, 0.000271819822956, 0.000217341934331, 0.000216763990466, 0.000303008477204, 0.000208677534829, 0.000159848947078, 0.000118194257084, 0.000167787744431, 8.7530046585e-05, 7.55583168939e-05, 2.97337119264e-05, 2.77458220808e-05, 5.16690161021e-05, 0.000105709543277, 7.20104944776e-05, 6.18153080723e-06, -778.484191895, 150.154815674, -2.82667636871, 6.73985528946, -0.929578721523, -10.4163331985, 6.7805557251, -3.18696689606, 2.40236186981, 2.3248295784, -3.11901974678, -2.3261654377, -0.214804589748, -132.292434692, 105.929580688, -109.832046509, 0.596149563789, -51.9482345581, 2.2809009552, -31.6433353424, 12.504029274, -25.4292240143, 1.56893610954, -12.0534143448, -6.72020864487, -4.97333908081, 101.287612915, 1.05564713478, 2.44038152695, 0.50014936924, 16.2744216919, 1.58727288246, 0.811692297459]"
"Judy Collins","Both Sides Now","[0.869408965111, 0.441156029701, 3.48978281021, 1317.7454834, 0.0583394989371, 7.23170852661, 1340.43652344, 17.157579422, 0.528035163879, 14.6875295639, 4522171.5, 1.13732910156, 1.35697118822e-05, 0.00227396376431, 0.00404204055667, 0.00090205197921, 0.00329461949877, 0.00149662559852, 0.00179396569729, 0.0014624419855, 0.000856670725625, 0.0017907328438, 0.00106632907409, 0.0010607088916, 0.000267923722276, 0.000432479719166, 0.000253401114605, 0.000282499735476, 0.000281675776932, 0.000317123194691, 0.000223361406825, 0.000433190405602, 0.000210694808629, 9.13414914976e-05, 7.9014840594e-05, 5.00005990034e-05, 2.7573260013e-05, 6.58362932882e-06, 1.7421646703e-07, -666.99420166, 127.606742859, 4.06778430939, 31.6610431671, -4.57627439499, 2.47091341019, -1.00540792942, 1.15720951557, -8.20411014557, -0.299433410168, -8.96404743195, 2.14605236053, -1.22286343575, -37.0955505371, 111.867431641, -125.120170593, 43.5393333435, -69.458404541, 7.04484415054, -36.6869125366, 0.952045917511, -25.5591030121, -5.35289573669, -9.2755317688, -7.58131980896, -8.47873687744, 121.09866333, 1.09867370129, 3.58418703079, 0.591985046864, 16.5789794922, 1.52149820328, 0.729474663734]"
"Wayne Jones, Amy Hayashi-Jones","Dolce Nonna","[0.879801571369, 0.422015845776, 3.76447248459, 958.278625488, 0.0606394447386, 6.54282712936, 983.299194336, 14.6032562256, 0.428891092539, 10.6526498795, 3680026.75, 1.26791131496, 0.000363164203009, 0.0141424024478, 0.00306616420858, 0.00135435571428, 0.00492294877768, 0.00131057272665, 0.00195027294103, 0.00197628629394, 0.000789064972196, 0.0014946826268, 0.00197377172299, 0.000590145296883, 0.000396487448597, 0.000369959248928, 0.000410782289691, 0.000236178253544, 0.000310517934849, 0.000113371039333, 4.72681458632e-05, 6.15005046711e-05, 0.00013392062101, 5.65578193346e-05, 1.11515082608e-05, 5.83645669394e-06, 2.151911076e-06, 1.1018674968e-06, 1.73032077555e-07, -719.918579102, 160.049224854, 5.53370523453, 36.9470024109, -4.27521181107, 18.9039440155, -4.86706447601, 5.59399366379, 10.4244213104, 1.91481924057, -4.88845062256, 2.99818634987, -2.14260172844, -76.641494751, 137.507141113, -111.731903076, 36.4620780945, -48.2924537659, 9.27825927734, -17.6575374603, -3.09510612488, -10.4660873413, -1.58065974712, -15.5425958633, -2.03070449829, -0.563751935959, 147.936920166, 1.18245184422, 3.52177023888, 0.483267784119, 16.9019699097, 1.45797669888, 0.828561067581]"
"Jazzyfact","Harujongil","[0.944780468941, 0.438859373331, 2.84056067467, 957.250183105, 0.0980683118105, 7.20942735672, 1167.62219238, 21.5646286011, 0.511109650135, 15.6752691269, 4455523, 1.01172602177, 0.00096326955827, 0.0195474084467, 0.00280396779999, 0.00212471093982, 0.00215647090226, 0.00245928112417, 0.00303906504996, 0.00226745172404, 0.00343558914028, 0.00267301360145, 0.00124276522547, 0.000860401545651, 0.000523731694557, 0.00032820715569, 0.000306190486299, 0.000179592927452, 0.000181359719136, 0.00012554373825, 0.000198235429707, 0.000112859379442, 0.000109459891974, 0.000123920384794, 0.000137202558108, 0.000158393318998, 7.39331007935e-05, 2.69613956334e-05, 1.13065027563e-06, -672.730407715, 155.35144043, 14.6547145844, 7.51236915588, -7.72551393509, -6.35741138458, 2.47989106178, 8.99235725403, 5.00063657761, 7.8518371582, 1.37197542191, 1.15514993668, 1.08505511284, -28.708366394, 118.215896606, -100.771598816, 10.2415676117, -65.3312911987, 13.6371383667, -26.2579784393, 19.8393936157, -16.4741382599, 1.91450548172, -10.5877809525, -1.08814311028, -5.55425548553, 155.536178589, 1.0781006813, 3.91046094894, 0.524768471718, 12.7988452911, 1.97940003872, 0.694723188877]"
"Lee Sora","데이트","[0.723919928074, 0.357221871614, 6.59013557434, 564.35144043, 0.0348958298564, 5.82681179047, 728.655273438, 8.71174526215, 0.491796016693, 6.77121829987, 3636213.5, 1.14980518818, 1.39363728522e-05, 0.000870550400577, 0.00162851181813, 0.000584258057643, 0.0041787805967, 0.00698365597054, 0.00486998260021, 0.000442124146502, 0.000540440087207, 0.000400267977966, 6.88293148414e-05, 6.244310498e-05, 5.61413216928e-05, 0.000107933912659, 5.84253721172e-05, 2.5137400371e-05, 1.0287857549e-05, 6.39444942863e-06, 9.84527468972e-06, 6.91341392667e-06, 8.49761818245e-06, 1.96150485863e-05, 3.00886349578e-05, 4.96693428431e-05, 2.40418121393e-05, 6.12914436715e-06, 5.59391992283e-07, -827.801513672, 189.536178589, 41.0013427734, 9.15848064423, 6.56469392776, -6.52601671219, -12.5883188248, -17.6123962402, -12.7297201157, 1.56724953651, -10.7178878784, -8.67394733429, -3.46753573418, -167.067489624, 146.388626099, -68.7389678955, -6.13414335251, -60.4178771973, -7.01446723938, -51.2952613831, -10.6002779007, -18.7214565277, 0.0732653662562, -7.76620006561, -9.09765529633, -3.60925960541, 144.695220947, 1.04450821877, 2.66241788864, 0.512706339359, 19.4976730347, 1.28807246685, 0.674069702625]"
"Wayne Jones, Amy Hayashi-Jones","Bella Toscana","[0.717900216579, 0.434311836958, 4.38743877411, 1153.03723145, 0.0481469333172, 6.65961885452, 1110.74987793, 14.156788826, 0.426178395748, 11.0767602921, 3385236.75, 1.37734150887, 0.000281132175587, 0.00724085979164, 0.00193927274086, 0.000653130409773, 0.00245503848419, 0.00101723405533, 0.000637203163933, 0.00253250519745, 0.00183659372851, 0.00119911518414, 0.00063044577837, 0.000464620941784, 0.000196998138563, 0.000152524313307, 0.000531870056875, 0.000772793777287, 0.000624818145297, 0.000234424122027, 0.000135528287501, 7.59190224926e-05, 0.000127388397232, 7.60991097195e-05, 1.17286672321e-05, 5.95737174081e-06, 1.47783521243e-06, 9.27360758851e-07, 7.26637239268e-08, -715.651977539, 155.284942627, -3.83154773712, 41.1078414917, 0.558421313763, 11.0797281265, -8.73770141602, 8.25675868988, 13.6167764664, 3.62340641022, -3.32761478424, 3.85295534134, -5.72406578064, -73.3856277466, 134.166915894, -122.388305664, 42.1947059631, -45.9092063904, 4.26190853119, -22.6928863525, 4.45877075195, -5.79155254364, -1.82792913914, -18.955242157, -2.44454693794, -0.816910326481, 120.848205566, 1.0461332798, 2.2902238369, 0.508609950542, 15.3227853775, 1.60147881508, 0.814547300339]"
"DAVICHI","Embrace","[0.302803516388, 0.435292065144, 5.89430761337, 1176.60864258, 0.0512206442654, 7.21873903275, 1708.55566406, 22.4463634491, 0.509560763836, 11.0138998032, 6209337.5, 1.38797819614, 5.32852354809e-05, 0.00235780957155, 0.000878831429873, 0.000499772373587, 0.00157971971203, 0.00166219181847, 0.00242444383912, 0.000848783471156, 0.000722406548448, 0.000942418875638, 0.00125567405485, 0.000781730981544, 0.000763650634326, 0.000591018877458, 0.000321819417877, 0.000251852237852, 0.000164772500284, 0.000146198377479, 0.000398962089093, 0.000214246058022, 6.65528132231e-05, 7.55503351684e-05, 0.000148056671605, 0.000355678232154, 0.000344974600011, 0.000101045174233, 1.07543837657e-05, -713.142944336, 121.753601074, 22.3089885712, 7.14746379852, 8.97025585175, -13.714392662, 6.85380077362, -6.64323759079, -10.6570539474, 4.9146938324, -7.47995138168, 0.0144185852259, 4.08750486374, -59.3469467163, 81.1903686523, -93.0808868408, 11.6795768738, -63.4145507812, 9.30941009521, -46.5601997375, 13.932972908, -29.5609836578, 4.5436205864, -3.57148385048, -3.96558690071, -7.97502613068, 98.0322723389, 0.9239833951, 2.96891260147, 0.507852554321, 19.4189529419, 1.36900150776, 0.800961256027]"
"Naul","Living in the same time","[0.439096927643, 0.407126665115, 7.89412307739, 755.431945801, 0.0515902228653, 6.57010316849, 1089.99731445, 13.8379335403, 0.549645543098, 9.60348510742, 3827941.5, 1.56550765038, 0.000102583275293, 0.00149355805479, 0.000722108467016, 0.000550444761757, 0.00189499638509, 0.00197596102953, 0.00130850658752, 0.00125150638632, 0.00200323015451, 0.00168258766644, 0.00116026843898, 0.00174676754978, 0.00123432767577, 0.000542480265722, 0.000187112687854, 6.51827940601e-05, 8.49500793265e-05, 8.9124951046e-05, 0.000109322339995, 4.16417460656e-05, 2.63636502496e-05, 3.46965935023e-05, 2.66772658506e-05, 2.463718738e-05, 2.58545678662e-05, 1.00128308986e-05, 1.49409311234e-06, -774.949645996, 167.001159668, 15.151181221, 3.74461650848, -6.06294393539, -7.10612010956, -5.24371242523, -3.32071876526, -13.0569677353, -5.72697544098, -0.602146029472, -4.14797115326, -2.8784327507, -126.602081299, 126.222946167, -97.2354049683, -6.74439764023, -65.5020141602, 0.12133872509, -39.1687698364, -0.539704561234, -26.7792568207, -1.78799641132, -7.52422904968, 0.0560081042349, -10.3302621841, 133.826873779, 0.996758520603, 3.11780333519, 0.49257093668, 17.5314331055, 1.47458684444, 0.738935709]"
"Junko Ohashi","Telephone Number","[0.756026148796, 0.45529961586, 4.63662815094, 1687.17956543, 0.0674598440528, 7.38745069504, 2013.61047363, 17.871553421, 0.497961461544, 15.5391941071, 4463829, 1.6856957674, 3.8445359678e-05, 0.00225802813657, 0.0010162506951, 0.00112469738815, 0.00168323353864, 0.00066637492273, 0.00100111297797, 0.00496859522536, 0.000712732260581, 0.000946878921241, 0.000699537864421, 0.00061012263177, 0.000446637073765, 0.000439828378148, 0.000730581290554, 0.000224310933845, 0.00034828929347, 0.000376853684429, 0.000387689098716, 0.000367972301319, 0.00020968458557, 9.49156819843e-05, 5.0356353313e-05, 4.27161321568e-05, 3.65340820281e-05, 1.39730718729e-05, 4.12001782024e-06, -686.218200684, 107.210830688, -18.4089775085, 16.7060260773, -8.83817195892, -13.2133245468, 0.350943237543, -1.74539613724, -3.71185803413, 5.78895139694, -2.76580858231, -0.0750004053116, -2.67060518265, -52.2430725098, 71.1439666748, -135.538909912, 17.089302063, -63.6633491516, -1.7146024704, -34.0831756592, 12.7962665558, -25.7646026611, 0.0222206171602, -14.4766616821, -9.48612213135, -13.6224746704, 94.0203552246, 1.05301761627, 4.02047967911, 0.522701084614, 14.3576660156, 1.81333601475, 0.790953159332]"
"Billie Eilish","What Was I Made For? [From The Motion Picture ""Barbie""]","[0.124785631895, 0.382114350796, 8.53851795197, 603.255371094, 0.0302332751453, 6.2275056839, 842.861694336, 6.86515903473, 0.474768489599, 5.12037992477, 4337108, 0.913998901844, 0.000159206902026, 0.00198818650097, 0.00082283600932, 0.000866504444275, 0.00121776212472, 0.00266366661526, 0.00285588856786, 0.00277208047919, 0.000454618420918, 0.000219118694076, 0.000558802683372, 0.00011914010247, 3.20890721923e-05, 7.69151083659e-05, 3.68176006305e-05, 1.02186086224e-05, 4.18179888584e-06, 5.13604527441e-06, 9.80705226539e-06, 1.00788038253e-05, 1.0286057659e-05, 1.52641350724e-05, 1.37333363455e-05, 1.89405582205e-05, 3.3853797504e-05, 1.39107814903e-05, 1.175474722e-06, -854.280151367, 168.905090332, 50.8471298218, 13.7703847885, 6.92257642746, -9.96142482758, 4.69177007675, -20.5640525818, -2.30459141731, 1.13845407963, -1.00277483463, -1.75585055351, -0.502888441086, -192.859512329, 127.287704468, -51.5669364929, 0.672413825989, -60.3508377075, -2.57109904289, -42.1219329834, 5.501080513, -26.4302196503, 11.0085391998, -6.99864912033, -9.08879470825, -2.98299622536, 154.639785767, 0.933747172356, 1.8301255703, 0.541169762611, 18.8976154327, 1.37199997902, 0.681081831455]"
"장숙희, 김문선, 정여진","Card Captor Cherry Opening - Catch You Catch Me","[0.860289216042, 0.442039132118, 5.80292797089, 1076.58654785, 0.0661619976163, 7.16973972321, 1630.87219238, 17.3904857635, 0.533854067326, 13.1945915222, 5398254, 0.776924967766, 0.000589798146393, 0.00360751152039, 0.00185826735105, 0.00127287011128, 0.0036039063707, 0.00317686400376, 0.00135569088161, 0.000482243980514, 0.000781473529059, 0.00101475848351, 0.000664709717967, 0.000263210473349, 0.000487501645694, 0.000217820284888, 0.000280568754533, 0.000339134334354, 0.000425611739047, 0.000222281523747, 0.000234149687458, 0.000146621328895, 0.000137689334224, 9.30977112148e-05, 0.000111885943625, 0.000178585367394, 0.000187038327567, 5.41436675121e-05, 6.10201311702e-07, -710.141540527, 125.433036804, 22.3471069336, 10.0337953568, 11.0025177002, -4.40572881699, -3.14667129517, -3.05457544327, -4.22979831696, -5.601167202, -8.57103061676, -1.16810405254, 0.101434767246, -70.6045303345, 97.0603256226, -99.6230926514, 24.6704845428, -68.1829605103, 16.5727825165, -54.2531280518, 10.494805336, -28.2846107483, -0.390979379416, -10.2893972397, 0.461987733841, -0.247639194131, 136.023834229, 1.13872885704, 3.17699980736, 0.562321305275, 14.1396341324, 1.86337935925, 0.80980527401]"
"DAVICHI","Stitching","[0.608277857304, 0.439292192459, 5.58079481125, 940.442077637, 0.0568602122366, 7.06668186188, 1310.46655273, 17.1512107849, 0.5164026618, 12.1405124664, 5007560, 1.00625479221, 0.000145988975419, 0.00288903899491, 0.00213430798613, 0.0010380698368, 0.00241793761961, 0.00248765805736, 0.00143294129521, 0.000693215173669, 0.00205221143551, 0.00141788029578, 0.000567425333429, 0.000360451318556, 0.000445934507297, 0.000669748231303, 0.000427968683653, 0.00026133103529, 0.000258008949459, 0.000162682306836, 0.000221770053031, 0.000124199519632, 7.68841855461e-05, 5.09478304593e-05, 7.29836610844e-05, 0.000130288273795, 0.0001667245524, 6.49257854093e-05, 1.04373248178e-05, -722.930664062, 147.238067627, 15.7653083801, 8.29950332642, 11.8004636765, -10.3829936981, 4.61955499649, -7.2173666954, -2.68876981735, 6.3883767128, -4.03988456726, -2.33549618721, -4.45822000504, -71.1309890747, 107.000648499, -91.5683441162, 5.62154340744, -51.2848968506, 5.35638904572, -42.4702148438, 12.4845266342, -25.1373825073, 3.44321107864, -8.97396278381, -7.00310182571, -4.07141971588, 131.976669312, 0.987778246403, 2.8448882103, 0.485152214766, 18.5106258392, 1.43268406391, 0.814679265022]"
"落日飛車 Sunset Rollercoaster","Let There Be Light Again","[0.523990929127, 0.425409585238, 6.36591434479, 856.383117676, 0.061240401119, 6.74262809753, 1154.45117188, 13.0424842834, 0.538696169853, 11.0858020782, 2484668.5, 1.24566507339, 0.000364538282156, 0.00338569260202, 0.00183379743248, 0.00273110182025, 0.0026090471074, 0.00141494150739, 0.00098874012474, 0.00119793787599, 0.00278776837513, 0.00225373823196, 0.00115421542432, 0.00080934446305, 0.000450865307357, 0.000619864440523, 0.000402112782467, 0.000327873363858, 0.000147229555296, 9.13990006666e-05, 4.16588227381e-05, 1.80205952347e-05, 9.80310778687e-06, 6.67352514938e-06, 4.59801367469e-06, 3.51604967364e-06, 1.72867339643e-06, 6.11625182501e-07, 1.31595655262e-07, -759.260192871, 195.522247314, -20.1526832581, 9.59613418579, 4.64275884628, 2.81597685814, 1.82127630711, 7.94061946869, -1.47971427441, 2.13228130341, -2.98528265953, -2.17193651199, -2.60262274742, -123.515510559, 163.522216797, -128.410171509, 3.72048568726, -38.4616966248, 5.21137332916, -25.8437404633, 1.65291488171, -16.2991008759, -11.2105512619, -10.0020961761, -8.1820268631, -6.44370031357, 83.9357070923, 1.12966370583, 3.15865755081, 0.516492366791, 14.2125120163, 1.77605938911, 0.584065854549]"
"Heo Hoy Kyung","So life goes on","[0.774192810059, 0.417770594358, 3.76237893105, 551.97869873, 0.0432654507458, 6.46977758408, 749.947570801, 12.0567827225, 0.588262557983, 11.3389787674, 3395941.75, 1.12672972679, 2.2700428417e-06, 0.00113299803343, 0.000735923880711, 0.000566961301956, 0.00522195454687, 0.00910969171673, 0.00134411384352, 0.00151258101687, 0.00122722762171, 0.000852541823406, 0.000248880503932, 0.000328953698045, 0.000158639290021, 0.00014415262558, 0.000164546407177, 6.09120579611e-05, 2.40045355895e-05, 2.45036044362e-05, 5.87614958931e-05, 3.6662506318e-05, 4.79181981063e-05, 5.49971082364e-05, 2.03228355531e-05, 4.63238611701e-05, 7.55967921577e-05, 2.7691363357e-05, 3.92178753827e-06, -752.294189453, 198.870986938, 10.5403242111, 1.13508057594, -4.31462907791, -9.06091022491, -2.68252491951, -29.4356193542, -4.51003217697, -9.33618831635, -5.07034730911, -9.41744709015, -1.73609685898, -98.3687744141, 149.846694946, -93.6354217529, -20.6888198853, -58.6898956299, -13.3061552048, -45.569519043, -8.28975772858, -31.1363754272, 9.0219373703, -10.2333955765, -5.85521459579, 3.05872178078, 122.163909912, 1.01574206352, 2.29639554024, 0.522761404514, 20.966594696, 1.21649718285, 0.683592617512]"
